height,timestamp,difficulty
0,1231006505,1
2016,1233063531,1
4032,1234466190,1
6048,1235966513,1
8064,1237508786,1
10080,1239055463,1
12096,1240599098,1
14112,1242098425,1
16128,1243737085,1
18144,1246051973,1
20160,1248481816,1
22176,1252069298,1
24192,1254454028,1
26208,1257002900,1
28224,1259358667,1
30240,1261130161,1
32256,1262153464,1.182899534312841
34272,1263250117,1.305062131591525
36288,1264424879,1.344224970771029
38304,1265319794,1.818648536145414
40320,1266191579,2.527738215072359
42336,1267000864,3.781179252033766
44352,1268010873,4.531081750070693
46368,1269212064,4.56516291033707
48384,1270120042,6.085476906000794
50400,1271061586,7.819796993353832
52416,1271886772,11.46431580551412
54432,1272966376,12.84918314782378
56448,1274278435,11.84622814970471
58464,1275141448,16.61907875185736
60480,1276298786,17.38148815814011
62496,1277382446,19.40479632838217
64512,1278381464,23.50125722290317
66528,1279008237,45.38582234101263
68544,1279297779,181.5432893640505
70560,1280198558,244.2132230923753
72576,1281037595,352.1612090680101
74592,1281870671,511.7735342566043
76608,1282864403,623.3869598689275
78624,1283922289,712.8848645520973
80640,1284861847,917.8307413015116
82656,1285703908,1318.670050153592
84672,1286861705,1378.028165037326
86688,1287637995,2149.021814946726
88704,1288479527,3091.736890411797
90720,1289305768,4536.353723275037
92736,1290105874,6866.898648972739
94752,1291135075,8078.195257925088
96768,1291933202,12251.9997603745
98784,1292956443,14484.1623612254
100800,1294031411,16307.42093852398
102816,1295101567,18437.64439216629
104832,1296116171,22012.38133799388
106848,1297140800,25997.87992881442
108864,1298006152,36459.88692507513
110880,1298800760,55589.51812686866
112896,1299684355,76192.61934751371
114912,1301020785,68977.78463020959
116928,1302034197,82345.64411296662
118944,1303112976,92347.59095209427
120960,1304131980,109670.1332924774
122976,1304975844,157416.4018436489
124992,1305756287,244112.4877743364
127008,1306435316,434877.0455276276
129024,1307363105,567269.530162422
131040,1308145774,876954.4935135372
133056,1308915923,1379192.288228078
135072,1309984546,1563027.996116223
137088,1311103389,1690895.803052393
139104,1312186279,1888786.705353048
141120,1313451894,1805700.836193673
143136,1314681303,1777774.482001465
145152,1315906316,1755425.320328703
147168,1317163624,1689334.404597101
149184,1318556675,1468195.427220831
151200,1320032534,1203461.926379965
153216,1321253770,1192497.750089478
155232,1322576420,1090715.680051267
157248,1323718955,1155038.333963644
159264,1324925005,1159929.497224385
161280,1326047176,1250757.739274659
163296,1327204504,1307728.360604068
165312,1328351561,1379647.439214294
167328,1329564255,1376302.26788638
169344,1330676736,1496978.595025569
171360,1331885394,1498294.362816507
173376,1332999707,1626553.481328943
175392,1334246689,1577913.485676726
177408,1335512370,1508589.672060295
179424,1336565313,1733207.513848385
181440,1337883029,1591074.961847305
183456,1339099525,1583177.847444009
185472,1340208964,1726566.55919348
187488,1341401841,1751454.535340679
189504,1342537166,1866391.305003208
191520,1343647577,2036671.08869332
193536,1344772855,2190865.970102859
195552,1345859199,2440642.606915963
197568,1346955037,2694047.952955013
199584,1348092851,2864140.507810974
201600,1349226660,3054627.526948636
203616,1350428168,3072321.732020756
205632,1351556195,3304356.392990344
207648,1352743186,3368767.140532939
209664,1353928229,3438908.960159138
211680,1355162613,3370181.799277837
213696,1356530740,2979636.616938074
215712,1357641634,3249549.584487207
217728,1358966487,2968775.332075074
219744,1360063146,3275464.586565617
221760,1361148470,3651011.630693214
223776,1362159764,4367876.000842196
225792,1363249946,4847647.152065606
227808,1364126425,6695826.282596251
229824,1365183643,7672999.920164138
231840,1366218134,8974296.01488785
233856,1367296471,10076292.88341872
235872,1368386123,11187257.46136079
237888,1369499746,12153411.70977583
239904,1370442318,15605632.68128593
241920,1371418654,19339258.27238668
243936,1372515725,21335329.113983
245952,1373502163,26162875.6825699
247968,1374515827,31256960.72776893
249984,1375527115,37392766.13647456
252000,1376417490,50810339.04827648
254016,1377353319,65750060.14908481
256032,1378268460,86933017.77119441
258048,1379202248,112628548.6663471
260064,1380118146,148819199.8050926
262080,1381070552,189281249.2810329
264096,1381925788,267731249.4824211
266112,1382754272,390928787.6380858
268128,1383681123,510929738.0161518
270144,1384699499,609482679.8883545
272160,1385742648,707408283.0514966
274176,1386684686,908350862.437022
276192,1387617112,1180923195.258026
278208,1388624318,1418481395.262635
280224,1389583220,1789546951.053241
282240,1390570126,2193847870.174279
284256,1391584456,2621404453.064615
286272,1392597839,3129573174.522287
288288,1393590585,3815723798.81463
290304,1394676764,4250217919.869535
292320,1395703832,5006860589.2054
294336,1396694478,6119726089.128147
296352,1397755646,6978842649.592383
298368,1398811175,8000872135.968163
300384,1399904311,8853416309.1278
302400,1400928750,10455720138.48484
304416,1402004993,11756551916.90395
306432,1403061280,13462580114.52534
308448,1404029556,16818461371.16111
310464,1405205894,17336316978.50783
312480,1406325092,18736441558.31024
314496,1407474112,19729645940.57713
316512,1408475518,23844670038.8033
318528,1409527152,27428630902.25787
320544,1410638896,29829733124.04042
322560,1411680080,34661425923.97694
324576,1412877866,35002482026.13323
326592,1414055393,35985640265.07623
328608,1415154631,39603666252.41841
